Date,Account,Description,Category,Tags,Amount
2019-06-01,"Venmo Bank Account","Quang Tran Paid Nhat Dao Quesadilla","Restaurants",,-10
2019-05-31,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-7.83
2019-05-31,"Total Checking - Ending in 1220","Paypal","Online Services",,-15.99
2019-05-31,"Total Checking - Ending in 1220","Paypal","Transfers",,-5
2019-05-31,"Total Checking - Ending in 1220","Remote Online Deposit #1","Deposits",,84.21
2019-05-31,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.98
2019-05-28,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-24.52
2019-05-23,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-25.4
2019-05-23,"Total Checking - Ending in 1220","Venmo Cashoutppd Id: Xxxxxx1992","Other Income",,600
2019-05-22,"Venmo Bank Account","Transfer To Bank Jpmorgan Chase 1220","Transfers",,-600
2019-05-22,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,25.4
2019-05-20,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-1580.27
2019-05-20,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.04
2019-05-20,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.18
2019-05-19,"Amazon Prime - Ending in 0790","Good Fortune Supermark","Groceries",,-1.58
2019-05-19,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-15.14
2019-05-17,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.15
2019-05-17,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.96
2019-05-16,"Venmo Bank Account","Trung Pham Paid Quang Tran N","Other Income",,13.7
2019-05-16,"Venmo Bank Account","Hoang Nguyen Paid Quang Tran G M Ng","Other Income",,13.7
2019-05-16,"Venmo Bank Account","Tuan Anh Pham Paid Quang Tran Wings","Other Income",,13.7
2019-05-16,"Venmo Bank Account","Nhat Minh Paid Quang Tran","Other Income",,13.7
2019-05-16,"Securities - Ending in 6900","Apple Inc - Cash Div On 84 Shs","Investment Income",,64.68
2019-05-15,"Venmo Bank Account","Splitwise","Online Services",,-32.29
2019-05-15,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-25.4
2019-05-15,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-337.77
2019-05-14,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,337.77
2019-05-14,"Amazon Prime - Ending in 0790","Dallas/fort Worth International Airport","Travel",,-2
2019-05-13,"Venmo Bank Account","Duong Nguyen Paid Quang Tran Package And China Food","Other Income",,7
2019-05-13,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-102.22
2019-05-12,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-25.75
2019-05-12,"Amazon Prime - Ending in 0790","Jusgo Supermarket Plano","Groceries",,-5.98
2019-05-11,"Venmo Bank Account","Thu Le Paid Quang Tran Thu C Costco","Other Income",,81
2019-05-11,"Costco Anywhere","Costco Wholesale","General Merchandise",,-137.21
2019-05-10,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.54
2019-05-09,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-12.18
2019-05-09,"Costco Anywhere","Costco Wholesale","General Merchandise",,-49.71
2019-05-09,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-2883.94
2019-05-09,"Total Checking - Ending in 1220","Wells Fargo Ifi Dda To Ddappd Id: Intfitrvos","Other Income",,348.62
2019-05-07,"Venmo Bank Account","Thu Le Paid Quang Tran Thai Yum Yum","Other Income",,20
2019-05-06,"Total Checking - Ending in 1220","Netflix","Entertainment",,-14.06
2019-05-06,"Total Checking - Ending in 1220","Fb *nhat Dao Visa Direct Caxx0734 05/06","Credit Card Payments",,-7
2019-05-06,"Amazon Prime - Ending in 0790","Offer:starbucks","Uncategorized",,0.34
2019-05-05,"Venmo Bank Account","Thu Le Paid Quang Tran Mediterranean Buffet","Other Income",,17
2019-05-03,"Total Checking - Ending in 1220","Quickpay With Zelle Payment To Hoa Xxxxxx0187","Transfers",,-75
2019-05-03,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.97
2019-05-02,"Total Checking - Ending in 1220","Subscription Acorns K5r7j9 Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-05-01,"Venmo Bank Account","Splitwise","Online Services",,-6.5
2019-05-01,"Venmo Bank Account","Quang Tran Paid Vincef Utd Banquet","Other Expenses",,-10
2019-05-01,"Venmo Bank Account","Vincef Utd Paid Quang Tran Thu Tr R I Nha Anh","Other Income",,10
2019-05-01,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-8.52
2019-05-01,"Total Checking - Ending in 1220","Online Realtime Transfer To Wf Checking 8705 Transaction#: 8186","Transfers",,-500
2019-05-01,"Total Checking - Ending in 1220","Paypal","Transfers",,-5
2019-05-01,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-05-01,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-1125.92
2019-05-01,"Total Checking - Ending in 1220","Transfer","Transfers",,-1000
2019-05-01,"Chase Savings - Ending in 7709","Transfer","Transfers",,1000
2019-04-30,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-464.29
2019-04-30,"Total Checking - Ending in 1220","Wells Fargo Ifi Dda To Ddappd Id: Intfitrvos","Other Income",,2300
2019-04-30,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,464.29
2019-04-29,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-26.04
2019-04-29,"Total Checking - Ending in 1220","Atm Withdrawalxx3136 04/xx1505 E Be","ATM/Cash",,-100
2019-04-29,"Amazon Prime - Ending in 0790","Starbucks","Restaurants",,-3.41
2019-04-29,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-196.35
2019-04-28,"Amazon Prime - Ending in 0790","Phoenix Tire & Lube, L","Automotive",,-45.5
2019-04-28,"Amazon Prime - Ending in 0790","Promenade Family Medicine","Healthcare/Medical",,-131.91
2019-04-28,"Amazon Prime - Ending in 0790","Williams And Williams","Other Expenses",,-45
2019-04-28,"Amazon Prime - Ending in 0790","Car Spa","Automotive",,-26.99
2019-04-26,"Costco Anywhere","Costco Wholesale","General Merchandise",,-54.68
2019-04-25,"Venmo Bank Account","Thu Le Paid Quang Tran Maru Su N Su T","Other Income",,20
2019-04-24,"Venmo Bank Account","Zach Austin Paid Quang Tran Dinner","Other Income",,50
2019-04-24,"Venmo Bank Account","Quang Tran Paid Zach Austin","Other Expenses",,-20
2019-04-24,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-27.72
2019-04-22,"Venmo Bank Account","Thu Le Paid Quang Tran Garden","Other Income",,16
2019-04-22,"Venmo Bank Account","Thu Le Paid Quang Tran Kickin","Other Income",,15
2019-04-21,"Amazon Prime - Ending in 0790","Cvs Pharmacy","Healthcare/Medical",,-15.13
2019-04-19,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-196.03
2019-04-19,"Total Checking - Ending in 1220","Capital One","Credit Card Payments",,-568.11
2019-04-19,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.97
2019-04-19,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-177.24
2019-04-19,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,196.03
2019-04-18,"Venmo Bank Account","Hue Nguyen Paid Quang Tran Bulgogi","Other Income",,6
2019-04-18,"Amazon Prime - Ending in 0790","H Mart","Groceries",,-89.94
2019-04-18,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-210.61
2019-04-18,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.03
2019-04-18,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.16
2019-04-17,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,210.61
2019-04-17,"Total Checking - Ending in 1220","Capital One","Credit Card Payments",,-568.11
2019-04-16,"Amazon Prime - Ending in 0790","H Mart","Groceries",,-35.84
2019-04-15,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-30.23
2019-04-15,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-5.1
2019-04-15,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-04-15,"Amazon Prime - Ending in 0790","Superstores","Groceries",,-6.85
2019-04-09,"Amazon Prime - Ending in 0790","H Mart","Groceries",,-31.37
2019-04-08,"Total Checking - Ending in 1220","Netflix","Entertainment",,-14.06
2019-04-05,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-27.66
2019-04-05,"Total Checking - Ending in 1220","Fb *nhat Dao Visa Direct Caxx1065 04/05","Credit Card Payments",,-7
2019-04-05,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,1758.97
2019-04-04,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.78
2019-04-02,"Total Checking - Ending in 1220","Subscription Acorns 76xc29 Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-04-02,"Total Checking - Ending in 1220","Paypal","Transfers",,-500
2019-04-01,"Costco Anywhere","Costco Wholesale","General Merchandise",,-135.11
2019-04-01,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-134.92
2019-04-01,"Total Checking - Ending in 1220","Paypal","Transfers",,-5
2019-04-01,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-04-01,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,134.92
2019-04-01,"Amazon Prime - Ending in 0790","Valley View Resort","Travel",,-16.32
2019-04-01,"Amazon Prime - Ending in 0790","The Coca-cola Company","Groceries",,-2.75
2019-04-01,"Amazon Prime - Ending in 0790","Valley View Resort","Travel",,-12.96
2019-03-29,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-23.53
2019-03-29,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-8.45
2019-03-28,"Amazon Prime - Ending in 0790","Sportshubllc","Other Expenses",,-51.5
2019-03-27,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.09
2019-03-26,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-7.35
2019-03-26,"Total Checking - Ending in 1220","Wells Fargo Ifi Dda To Ddappd Id: Intfitrvos","Other Income",,155
2019-03-25,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-174.65
2019-03-25,"Total Checking - Ending in 1220","Atm Withdrawalxx0704 03/xx1505 E Be","ATM/Cash",,-100
2019-03-25,"Amazon Prime - Ending in 0790","H Mart","Groceries",,-54.38
2019-03-24,"Amazon Prime - Ending in 0790","Walmart","General Merchandise",,-2.59
2019-03-24,"Amazon Prime - Ending in 0790","Glamour Hair Salon","Personal Care",,-18
2019-03-23,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-24.31
2019-03-22,"Discover - 0465","Internet Payment - Thank You","Credit Card Payments",,21.19
2019-03-22,"Discover - 0465","Bonus","Other Income",,16.69
2019-03-22,"Costco Anywhere","Online Payment, Thank You","Credit Card Payments",,174.65
2019-03-22,"Total Checking - Ending in 1220","Capital One","Credit Card Payments",,-769.82
2019-03-22,"Total Checking - Ending in 1220","Citibank","Credit Card Payments",,-23.15
2019-03-22,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,2109.96
2019-03-21,"Costco Anywhere","Autopay 0xxxxxxxxxx4048rautopay Auto-pmt","Credit Card Payments",,23.15
2019-03-21,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-746.01
2019-03-21,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-409.42
2019-03-21,"Amazon Prime - Ending in 0790","Payment Thank You - Web","Credit Card Payments",,746.01
2019-03-20,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-10.44
2019-03-20,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.03
2019-03-20,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.13
2019-03-20,"Amazon Prime - Ending in 0790","Superstores","Groceries",,-28.46
2019-03-19,"Total Checking - Ending in 1220","Capital One","Credit Card Payments",,-520.89
2019-03-19,"Amazon Prime - Ending in 0790","Allsup's","Groceries",,-9.71
2019-03-19,"Amazon Prime - Ending in 0790","Walmart","General Merchandise",,-3.77
2019-03-18,"Amazon Prime - Ending in 0790","99 Ranch Market","Groceries",,-25.1
2019-03-17,"Amazon Prime - Ending in 0790","Amazon.com","General Merchandise",,-214.42
2019-03-17,"Amazon Prime - Ending in 0790","Tx State Pks Adv Res","Other Expenses",,-34
2019-03-17,"Amazon Prime - Ending in 0790","Gulf Oil L.p","Gasoline/Fuel",,-3.12
2019-03-13,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-8.73
2019-03-13,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-03-12,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-19.3
2019-03-12,"Costco Anywhere","Costco Wholesale","General Merchandise",,-34.68
2019-03-12,"Amazon Prime - Ending in 0790","1password","Other Expenses",,-35.88
2019-03-11,"Amazon Prime - Ending in 0790","Tous Les Jours","Restaurants",,-11.5
2019-03-10,"Amazon Prime - Ending in 0790","H Mart","Groceries",,-39.52
2019-03-08,"Total Checking - Ending in 1220","Transfer","Transfers",,-5000
2019-03-08,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,2109.96
2019-03-08,"Chase Savings - Ending in 7709","Transfer","Transfers",,5000
2019-03-06,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-19.72
2019-03-06,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-8.79
2019-03-06,"Total Checking - Ending in 1220","Netflix","Entertainment",,-11.9
2019-03-06,"Amazon Prime - Ending in 0790","Walmart","General Merchandise",,-11.94
2019-03-05,"Total Checking - Ending in 1220","Fb *nhat Dao Visa Direct Caxx1321 03/05","Credit Card Payments",,-6
2019-03-05,"Total Checking - Ending in 1220","Fb *son Pham Pay.fb.com Ca03/04","Other Expenses",,-12
2019-03-05,"Total Checking - Ending in 1220","Wells Fargo Ifi Dda To Ddappd Id: Intfitrvos","Other Income",,347
2019-03-05,"Amazon Prime - Ending in 0790","Houston Museum Of Natural","Entertainment",,-58
2019-03-04,"Costco Anywhere","Chevron","Gasoline/Fuel",,-14.6
2019-03-04,"Total Checking - Ending in 1220","Chase Credit Card Online Payments","Credit Card Payments",,-497.04
2019-03-04,"Amazon Prime - Ending in 0790","Amazon Marketplace","Business Miscellaneous",,-21.48
2019-03-04,"Amazon Prime - Ending in 0790","Kho Bo So 1","Other Expenses",,-27.46
2019-03-04,"Amazon Prime - Ending in 0790","Chevron","Gasoline/Fuel",,-2.91
2019-03-03,"Costco Anywhere","Gulf Oil L.p","Gasoline/Fuel",,-21.68
2019-03-03,"Amazon Prime - Ending in 0790","Payment Thank You","Credit Card Payments",,497.04
2019-03-02,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-7.4
2019-03-01,"Total Checking - Ending in 1220","Paypal","Transfers",,-5
2019-03-01,"Total Checking - Ending in 1220","Subscription Acorns Qcb3n8 Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-03-01,"Total Checking - Ending in 1220","Paypal","Transfers",,-500
2019-03-01,"Total Checking - Ending in 1220","Paypal","Transfers",,-11.99
2019-02-28,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-21.84
2019-02-28,"Costco Anywhere","Costco Wholesale","General Merchandise",,-35.43
2019-02-28,"Total Checking - Ending in 1220","Paypal","Transfers",,-145.46
2019-02-27,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-02-26,"Total Checking - Ending in 1220","Paypal","Transfers",,-51.5
2019-02-26,"Total Checking - Ending in 1220","Irs Treas 310 Tax Refppd Id: Xxxxxx6959","Retirement Income",,1628
2019-02-25,"Total Checking - Ending in 1220","Venmo Cashoutppd Id: Xxxxxx1992","Other Income",,500
2019-02-22,"Total Checking - Ending in 1220","Chase Credit Card Online Payments","Credit Card Payments",,-200.82
2019-02-22,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,2113.98
2019-02-21,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.02
2019-02-21,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.12
2019-02-20,"Discover - 0465","Evernote Corporation","Online Services",,-37.88
2019-02-20,"Costco Anywhere","Costco Gas","Gasoline/Fuel",,-23.15
2019-02-20,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-5.01
2019-02-20,"Amazon Prime - Ending in 0790","Cvs Pharmacy","Healthcare/Medical",,-4.29
2019-02-19,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-500
2019-02-19,"Total Checking - Ending in 1220","Capital One","Credit Card Payments",,-509.31
2019-02-18,"Amazon Prime - Ending in 0790","Costco Wholesale","General Merchandise",,-39.13
2019-02-18,"Amazon Prime - Ending in 0790","Intuit Turbotax","Taxes",,-47.96
2019-02-15,"Amazon Prime - Ending in 0790","Target","General Merchandise",,-22.73
2019-02-14,"Amazon Prime - Ending in 0790","Costco Gas","Gasoline/Fuel",,-18.52
2019-02-13,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-8.67
2019-02-13,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-02-11,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6
2019-02-10,"Amazon Prime - Ending in 0790","Superstores","Groceries",,-32.15
2019-02-10,"Amazon Prime - Ending in 0790","Ztao Marketplace W Plano","Groceries",,-5
2019-02-10,"Amazon Prime - Ending in 0790","Costco Wholesale","General Merchandise",,-34.54
2019-02-08,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,2109.96
2019-02-08,"Amazon Prime - Ending in 0790","Cvs Pharmacy","Healthcare/Medical",,-0.55
2019-02-07,"Amazon Prime - Ending in 0790","Walmart","General Merchandise",,-13.87
2019-02-06,"Amazon Prime - Ending in 0790","Costco Gas","Gasoline/Fuel",,-17.05
2019-02-06,"Total Checking - Ending in 1220","Netflix","Entertainment",,-11.9
2019-02-05,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-5.31
2019-02-05,"Total Checking - Ending in 1220","Fb *nhat Dao Visa Direct Caxx7240 02/05","Credit Card Payments",,-6
2019-02-05,"Amazon Prime - Ending in 0790","Cvs Pharmacy","Healthcare/Medical",,-56.18
2019-02-04,"Total Checking - Ending in 1220","Chase Credit Card Online Payments","Credit Card Payments",,-94.72
2019-02-04,"Total Checking - Ending in 1220","Paypal","Transfers",,-146.14
2019-02-04,"Total Checking - Ending in 1220","Paypal","Transfers",,-28.8
2019-02-04,"Total Checking - Ending in 1220","Quickpay With Zelle Payment Fromnhan Q Tran Xxxxxx7929","Other Income",,10
2019-02-04,"Total Checking - Ending in 1220","Paypal","Transfers",,-500
2019-02-03,"Amazon Prime - Ending in 0790","Payment Thank You","Credit Card Payments",,94.72
2019-02-01,"Total Checking - Ending in 1220","Subscription Acorns 7snl88 Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-02-01,"Amazon Prime - Ending in 0790","Costco Gas","Gasoline/Fuel",,-16.54
2019-02-01,"Amazon Prime - Ending in 0790","Costco Wholesale","General Merchandise",,-59.47
2019-01-31,"Amazon Prime - Ending in 0790","Walmart","General Merchandise",,-4.48
2019-01-31,"Total Checking - Ending in 1220","Paypal","Transfers",,-5
2019-01-30,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-01-29,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-12.27
2019-01-28,"Total Checking - Ending in 1220","Discover Bank","Credit Card Payments",,-2.82
2019-01-28,"Total Checking - Ending in 1220","Paypal","Transfers",,-13.65
2019-01-25,"Discover - 0465","Directpay Full Balance","Credit Card Payments",,2.82
2019-01-25,"Total Checking - Ending in 1220","Paypal","Transfers",,-51.5
2019-01-25,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,2109.96
2019-01-25,"Amazon Prime - Ending in 0790","Amazon.com","General Merchandise",,-13.63
2019-01-24,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-11.91
2019-01-23,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.54
2019-01-23,"Total Checking - Ending in 1220","Wells Fargo Ifi Dda To Ddappd Id: Intfitrvos","Other Income",,612.65
2019-01-22,"Amazon Prime - Ending in 0790","Dallas/fort Worth International Airport","Travel",,-30
2019-01-22,"Total Checking - Ending in 1220","J Mart Gr Xx6-20 Roose Flushingny 01/19","Groceries",,-7.57
2019-01-22,"Total Checking - Ending in 1220","Atm Withdrawalxx3657 01/x1100 N Cen","ATM/Cash",,-200
2019-01-22,"Total Checking - Ending in 1220","Quickpay With Zelle Payment Fromphuc Xuan Tran Xxxxxx0751","Other Income",,15
2019-01-22,"Chase Savings - Ending in 7709","Federal Interest Withheld","Service Charges/Fees",,-0.03
2019-01-22,"Chase Savings - Ending in 7709","Interest Payment","Interest",,0.14
2019-01-21,"Amazon Prime - Ending in 0790","Itunes","Entertainment",,-32.46
2019-01-21,"Amazon Prime - Ending in 0790","Mta*metrocard Machine","Travel",,-60.5
2019-01-21,"Amazon Prime - Ending in 0790","Mta*metrocard Machine","Travel",,-59.5
2019-01-21,"Amazon Prime - Ending in 0790","Tribute Wtc Visitor Cente","Other Expenses",,-25
2019-01-20,"Amazon Prime - Ending in 0790","Mma Admissions","Hobbies",,-37
2019-01-20,"Amazon Prime - Ending in 0790","Costco Gas","Gasoline/Fuel",,-17.82
2019-01-18,"Total Checking - Ending in 1220","Vanguard Group","Securities Trades",,-0.99
2019-01-17,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-500
2019-01-17,"Total Checking - Ending in 1220","Paypal","Transfers",,-1011.06
2019-01-17,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-7.08
2019-01-17,"Total Checking - Ending in 1220","Vanguard Group","Securities Trades",,0.04
2019-01-17,"Total Checking - Ending in 1220","Vanguard Group","Securities Trades",,0.95
2019-01-17,"Total Checking - Ending in 1220","Vanguard's Investment","Transfers",,-5500
2019-01-16,"Total Checking - Ending in 1220","Quickpay With Zelle Payment Fromnguyen, Hung Bacxxx1312ed","Other Income",,1011.06
2019-01-16,"Total Checking - Ending in 1220","Venmo Cashoutppd Id: Xxxxxx1992","Other Income",,1000
2019-01-16,"Total Checking - Ending in 1220","Transfer","Transfers",,5500
2019-01-16,"Chase Savings - Ending in 7709","Transfer","Transfers",,-5500
2019-01-15,"Total Checking - Ending in 1220","Transfer","Transfers",,-5500
2019-01-15,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.81
2019-01-15,"Total Checking - Ending in 1220","Transfer","Transfers",,-300
2019-01-15,"Chase Savings - Ending in 7709","Transfer","Transfers",,5500
2019-01-15,"Amazon Prime - Ending in 0790","Qt Xxx Xxxx8906","Other Expenses",,-15
2019-01-14,"Amazon Prime - Ending in 0790","Target","General Merchandise",,-4.85
2019-01-13,"Amazon Prime - Ending in 0790","Amazon.com","General Merchandise",,-13.84
2019-01-11,"Total Checking - Ending in 1220","Apple Inc. Payrollppd Id: Xxxxxx4110","Paychecks/Salary",,2105.95
2019-01-11,"Amazon Prime - Ending in 0790","Dallas/fort Worth International Airport","Travel",,-2
2019-01-09,"Total Checking - Ending in 1220","Paypal","Transfers",,-10
2019-01-09,"Total Checking - Ending in 1220","Transfer","Transfers",,27.05
2019-01-08,"Amazon Prime - Ending in 0790","Costco Gas","Gasoline/Fuel",,-13.72
2019-01-08,"Total Checking - Ending in 1220","J.crew","Clothing/Shoes",,-8.66
2019-01-08,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-6.54
2019-01-08,"Total Checking - Ending in 1220","Paypal","Transfers",,-265.17
2019-01-07,"Total Checking - Ending in 1220","Atm Withdrawalxx0829 01/xx1505 E Be","ATM/Cash",,-500
2019-01-07,"Total Checking - Ending in 1220","Paypal","Transfers",,-1060.05
2019-01-07,"Total Checking - Ending in 1220","Quickpay With Zelle Payment Fromngo Duc Duy Xxxxxx5573","Other Income",,23.3
2019-01-03,"Total Checking - Ending in 1220","Paypal","Transfers",,-500
2019-01-03,"Amazon Prime - Ending in 0790","Tous Les Jours","Restaurants",,-9.5
2019-01-03,"Amazon Prime - Ending in 0790","Costco Gas","Gasoline/Fuel",,-17.3
2019-01-02,"Total Checking - Ending in 1220","Acorns.com","Securities Trades",,-12.36
2019-01-02,"Total Checking - Ending in 1220","Capital One","Credit Card Payments",,-1121.17
2019-01-02,"Total Checking - Ending in 1220","Subscription Acorns 9gp7x7 Web Id: Xxxxxx2693","Dues & Subscriptions",,-1
2019-01-02,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-1016.52
2019-01-02,"Total Checking - Ending in 1220","Chase Bank","Credit Card Payments",,-738.85
2019-01-02,"Amazon Prime - Ending in 0790","Jusgo Supermarket Plano","Groceries",,-3.98
2019-01-02,"Amazon Prime - Ending in 0790","Na","Credit Card Payments",,738.85
2019-01-01,"Amazon Prime - Ending in 0790","H Mart","Groceries",,-23.11